Publication_ID,Method_ID,RCM_GCM,Em_Scen_as recorded,Emission Scenarios,Dsc_as_recorded,Reference Time Period_START,ReferencePeriod_End,FutPer_Start,FutPer_end,Future Time Periods,Hmod_as_recorded,Hydrologic Model,,
106,106.09,GCM,A2,A2,Delta method and a smoothing algorithm ,1961,1990,2040,2069,MIDCENT,UBC Watershed Model,UBCWat.,,
106,106.1,GCM,A2,A2,Delta method and a smoothing algorithm ,1961,1990,2070,2099,FARFUT,UBC Watershed Model,UBCWat.,,
106,106.11,GCM,B2,B2,Delta method and a smoothing algorithm ,1961,1990,2010,2039,NEARFUT,UBC Watershed Model,UBCWat.,,
106,106.12,GCM,B2,B2,Delta method and a smoothing algorithm ,1961,1990,2040,2069,MIDCENT,UBC Watershed Model,UBCWat.,,
106,106.13,GCM,B2,B2,Delta method and a smoothing algorithm ,1961,1990,2070,2099,FARFUT,UBC Watershed Model,UBCWat.,,
106,106.14,GCM,A2,A2,Delta method and a smoothing algorithm ,1961,1990,2010,2039,NEARFUT,UBC Watershed Model,UBCWat.,,
106,106.15,GCM,A2,A2,Delta method and a smoothing algorithm ,1961,1990,2040,2069,MIDCENT,UBC Watershed Model,UBCWat.,,
106,106.16,GCM,A2,A2,Delta method and a smoothing algorithm ,1961,1990,2070,2099,FARFUT,UBC Watershed Model,UBCWat.,,
106,106.17,GCM,B2,B2,Delta method and a smoothing algorithm ,1961,1990,2010,2039,NEARFUT,UBC Watershed Model,UBCWat.,,
106,106.18,GCM,B2,B2,Delta method and a smoothing algorithm ,1961,1990,2040,2069,MIDCENT,UBC Watershed Model,UBCWat.,,
106,106.19,GCM,B2,B2,Delta method and a smoothing algorithm ,1961,1990,2070,2099,FARFUT,UBC Watershed Model,UBCWat.,,
142,142.01,RCM,A2,A2,Delta method,2000,2011,2020,2040,NEARFUT,GSSHA,GSSHA,,
142,142.02,RCM,B1,B1,Delta method,2000,2011,2020,2040,NEARFUT,GSSHA,GSSHA,,
151,151.01,GCM,A1B,A1B,BCSD,1961,1990,2041,2070,MIDCENT,VIC,VIC,,
151,151.02,GCM,A2,A2,BCSD,1961,1990,2041,2070,MIDCENT,VIC,VIC,,
151,151.03,GCM,B1,B1,BCSD,1961,1990,2041,2070,MIDCENT,VIC,VIC,,
175,175.01,GCM,A21,A2,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.02,GCM,A21,A2,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.03,GCM,A21,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
175,175.04,GCM,A21,A2,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.05,GCM,A21,A2,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.06,GCM,A21,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
175,175.07,GCM,A21,A2,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.08,GCM,A21,A2,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.09,GCM,A21,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
175,175.1,GCM,A21,A2,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.11,GCM,A21,A2,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.12,GCM,A21,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
175,175.13,GCM,A1F1,A1F1,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.14,GCM,A1F1,A1F1,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.15,GCM,A1F1,A1F1,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
175,175.16,GCM,A1F1,A1F1,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.17,GCM,A1F1,A1F1,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.18,GCM,A1F1,A1F1,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
175,175.19,GCM,B21,B2,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.2,GCM,B21,B2,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.21,GCM,B21,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
175,175.22,GCM,B21,B2,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.23,GCM,B21,B2,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.24,GCM,B21,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
175,175.25,GCM,B21,B2,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.26,GCM,B21,B2,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.27,GCM,B21,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
175,175.28,GCM,B21,B2,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.29,GCM,B21,B2,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.3,GCM,B21,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
175,175.31,GCM,B11,B1,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.32,GCM,B11,B1,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.33,GCM,B11,B1,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
175,175.34,GCM,B11,B1,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.35,GCM,B11,B1,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.36,GCM,B11,B1,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
175,175.37,GCM,Average of all models and emission scenarios,MULT,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
175,175.38,GCM,Average of all models and emission scenarios,MULT,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
175,175.39,GCM,Average of all models and emission scenarios,MULT,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
172,172.01,GCM,A2,A2,SDSM,1961,1990,2046,2065,MIDCENT,MIKE SHE/MIKE 11,MIKE,,
172,172.02,GCM,A2,A2,Time-lagged-feedforward neural networks (TLFNs),1961,1990,2046,2065,MIDCENT,MIKE SHE/MIKE 11,MIKE,,
172,172.03,GCM,A2,A2,"SDSM
Time-lagged-feedforward neural networks",1961,1990,2046,2065,MIDCENT,MIKE SHE/MIKE 11,MIKE,,
171,171.01,RCM,A2,A2,RCM,1961,1990,2046,2065,MIDCENT,MIKE SHE/MIKE 11,MIKE,,
171,171.02,RCM,A2,A2,SDSM,1961,1990,2046,2065,MIDCENT,MIKE SHE/MIKE 11,MIKE,,
171,171.03,RCM,A2,A2,TLFN,1961,1990,2046,2065,MIDCENT,MIKE SHE/MIKE 11,MIKE,,
171,171.04,GCM,A2,A2,SDSM,1961,1990,2046,2065,MIDCENT,MIKE SHE/MIKE 11,MIKE,,
171,171.05,GCM,A2,A2,Time-lagged-feedforward neural networks (TLFNs),1961,1990,2046,2065,MIDCENT,MIKE SHE/MIKE 11,MIKE,,
110,110.01,GCM,GHG with aerosols (IPCC 92a),IS92a   ,Statistical climate inversion,1961,1990,2010,2039,NEARFUT,UBC Watershed Model,UBCWat.,,
110,110.02,GCM,GHG with aerosols (IPCC 92a),IS92a   ,Statistical climate inversion,1961,1990,2040,2069,MIDCENT,UBC Watershed Model,UBCWat.,,
110,110.03,GCM,GHG with aerosols (IPCC 92a),IS92a   ,Statistical climate inversion,1961,1990,2070,2099,FARFUT,UBC Watershed Model,UBCWat.,,
138,138.01,NA,NA,NA,NA,1971,2000,1971,2000,HIST,HELP,HELP,,
138,138.02,RCM,A2,A2,Delta method,1971,2000,2041,2070,MIDCENT,HELP,HELP,,
138,138.03,RCM,A2,A2,Delta method,1971,2000,2041,2070,MIDCENT,HELP,HELP,,
138,138.04,RCM,A2,A2,Delta method,1971,2000,2041,2070,MIDCENT,HELP,HELP,,
138,138.05,RCM,A2,A2,Delta method,1971,2000,2041,2070,MIDCENT,HELP,HELP,,
138,138.06,RCM,A2,A2,Delta method,1971,2000,2041,2070,MIDCENT,HELP,HELP,,
138,138.07,RCM,A2,A2,Delta method,1971,2000,2041,2070,MIDCENT,HELP,HELP,,
134,134.01,NA,NA,NA,NA,1971,2000,1971,2000,HIST,CRHM,CRHM,,
134,134.02,RCM,A2,A2,Delta method,1971,2000,2041,2070,MIDCENT,CRHM,CRHM,,
133,133.01,NA,NA,NA,NA,1971,2000,1971,2000,HIST,CRHM,CRHM,,
133,133.02,RCM,A2,A2,Delta method,1971,2000,2041,2070,MIDCENT,CRHM,CRHM,,
137,137.01,RCM,A2,A2,RCM,1961,1990,2041,2070,MIDCENT,CATHY,CATHY,,
74,74.01,GCM,A2,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.02,GCM,B2,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.03,GCM,A2,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.04,GCM,B2,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.05,GCM,A2,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.06,GCM,B2,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.07,GCM,A1F1,A1F1,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.08,GCM,A2,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.09,GCM,B1,B1,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.1,GCM,B2,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.11,GCM,A2,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.12,GCM,B2,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.13,GCM,A2,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.14,GCM,B2,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.15,GCM,A1F1,A1F1,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.16,GCM,A2,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.17,GCM,B1,B1,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.18,GCM,B2,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
74,74.19,NA,NA,NA,NA,1961,1990,1961,1990,HIST,MISBA,MISBA,,
74,74.2,GCM,Average of all models and emission scenarios,MULT,Delta method,1961,1990,2010,2039,NEARFUT,MISBA,MISBA,,
74,74.21,GCM,Average of all models and emission scenarios,MULT,Delta method,1961,1990,2040,2069,MIDCENT,MISBA,MISBA,,
74,74.22,GCM,Average of all models and emission scenarios,MULT,Delta method,1961,1990,2071,2100,FARFUT,MISBA,MISBA,,
1,1.01,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,HBV  ,HBV,,
1,1.02,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,HBV  ,HBV,,
1,1.03,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,HBV  ,HBV,,
1,1.04,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,HBV  ,HBV,,
1,1.05,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,HBV  ,HBV,,
1,1.06,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,HBV  ,HBV,,
1,1.07,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,HBV  ,HBV,,
1,1.08,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,HBV  ,HBV,,
1,1.09,RCM,A2,A2,Bias correction,1971,2000,2041,2070,MIDCENT,HBV,HBV,,
2,2.01,NA,NA,NA,NA,1971,2000,1971,2000,HIST,HSAMI,HSAMI,,
2,2.02,NA,NA,NA,NA,1971,2000,1971,2000,HIST,HYDROTEL,HYDROTEL,,
2,2.03,RCM,NA,NA,NA,1971,2000,1971,2000,HIST,HSAMI,HSAMI,,
2,2.04,RCM,NA,NA,NA,1971,2000,1971,2000,HIST,HYDROTEL,HYDROTEL,,
2,2.05,RCM,A2,A2,RCM,1971,2000,2041,2070,MIDCENT,HSAMI,HSAMI,,
2,2.06,RCM,A2,A2,RCM,1971,2000,2041,2070,MIDCENT,HYDROTEL,HYDROTEL,,
6,6.01,RCM,Not clear,OTHER,Bias correction,1971,2000,2041,2070,MIDCENT,ACRU,ACRU,,
33,33.01,GCM,A1b,A1b,SDSM4.2,2001,2009,2021,2029,NEARFUT,HBV,HBV,,
33,33.02,GCM,A1b,A1b,SDSM4.2,2001,2009,2031,2039,NEARFUT,HBV,HBV,,
33,33.03,GCM,A1b,A1b,SDSM4.2,2001,2009,2061,2069,MIDCENT,HBV,HBV,,
33,33.04,GCM,A1b,A1b,SDSM4.2,2001,2009,2091,2099,FARFUT,HBV,HBV,,
33,33.05,GCM,A1b,A1b,SDSM4.2,2001,2009,2071,2100,FARFUT,HBV,HBV,,
33,33.06,GCM,A2,A2,SDSM4.2,2001,2009,2021,2029,NEARFUT,HBV,HBV,,
33,33.07,GCM,A2,A2,SDSM4.2,2001,2009,2031,2039,NEARFUT,HBV,HBV,,
33,33.08,GCM,A2,A2,SDSM4.2,2001,2009,2061,2069,MIDCENT,HBV,HBV,,
33,33.09,GCM,A2,A2,SDSM4.2,2001,2009,2091,2099,FARFUT,HBV,HBV,,
33,33.1,GCM,A2,A2,SDSM4.2,2001,2009,2071,2100,FARFUT,HBV,HBV,,
76,76.01,GCM,A21,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.02,GCM,B21,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.03,GCM,A21,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.04,GCM,B21,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.05,GCM,A21,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.06,GCM,B21,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.07,GCM,A1F1,A1F1,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.08,GCM,A21,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.09,GCM,B11,B1,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.1,GCM,B21,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.11,GCM,A21,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.12,GCM,B21,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.13,GCM,A21,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.14,GCM,B21,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.15,GCM,A1F1,A1F1,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.16,GCM,A21,A2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.17,GCM,B21,B2,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
76,76.18,GCM,B11,B1,Delta method,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
80,80.01,NA,NA,NA,NA,1961,1990,1961,1990,HIST,"ACRU
",ACRU,,
80,80.02,GCM,A1B,A1B,Delta method,1961,1990,2010,2039,NEARFUT,"ACRU
",ACRU,,
80,80.03,GCM,A1B,A1B,Delta method,1961,1990,2010,2039,NEARFUT,"ACRU
",ACRU,,
80,80.04,GCM,B1,B1,Delta method,1961,1990,2010,2039,NEARFUT,"ACRU
",ACRU,,
80,80.05,GCM,B1,B1,Delta method,1961,1990,2010,2039,NEARFUT,"ACRU
",ACRU,,
80,80.06,GCM,A2,A2,Delta method,1961,1990,2010,2039,NEARFUT,"ACRU
",ACRU,,
80,80.07,GCM,"A1B
B1
A2",MULT,Delta method,1961,1990,2010,2039,NEARFUT,"ACRU
",ACRU,,
80,80.08,GCM,A1B,A1B,Delta method,1961,1990,2040,2069,MIDCENT,"ACRU
",ACRU,,
80,80.09,GCM,A1B,A1B,Delta method,1961,1990,2040,2069,MIDCENT,"ACRU
",ACRU,,
80,80.1,GCM,B1,B1,Delta method,1961,1990,2040,2069,MIDCENT,"ACRU
",ACRU,,
80,80.11,GCM,B1,B1,Delta method,1961,1990,2040,2069,MIDCENT,"ACRU
",ACRU,,
80,80.12,GCM,A2,A2,Delta method,1961,1990,2040,2069,MIDCENT,"ACRU
",ACRU,,
80,80.13,GCM,A1B,A1B,Delta method,1961,1990,2070,2099,FARFUT,"ACRU
",ACRU,,
80,80.14,GCM,A1B,A1B,Delta method,1961,1990,2070,2099,FARFUT,"ACRU
",ACRU,,
80,80.15,GCM,B1,B1,Delta method,1961,1990,2070,2099,FARFUT,"ACRU
",ACRU,,
80,80.16,GCM,B1,B1,Delta method,1961,1990,2070,2099,FARFUT,"ACRU
",ACRU,,
80,80.17,GCM,A2,A2,Delta method,1961,1990,2070,2099,FARFUT,"ACRU
",ACRU,,
80,80.18,GCM,"A1B
B1
A2",MULT,Delta method,1961,1990,2070,2099,FARFUT,"ACRU
",ACRU,,
81,81.01,GCM,A2,A2,K-Nearest Neighbour resampling,1961,2000,2081,2100,FARFUT,SLURP,SLURP,,
81,81.02,GCM,B1,B1,K-Nearest Neighbour resampling,1961,2000,2081,2100,FARFUT,SLURP,SLURP,,
174,174.01,NA,NA,NA,NA,1986,2000,1986,2000,HIST,"ArcSWAT
",SWAT,,
174,174.02,RCM,Not clear,OTHER,Delta method,1986,2000,2053,2067,MIDCENT,"ArcSWAT
",SWAT,,
174,174.03,RCM,Not clear,OTHER,Delta method,1986,2000,2053,2067,MIDCENT,"ArcSWAT
",SWAT,,
174,174.04,RCM,Not clear,OTHER,Delta method,1986,2000,2053,2067,MIDCENT,"ArcSWAT
",SWAT,,
174,174.05,RCM,Not clear,OTHER,Delta method,1986,2000,2053,2067,MIDCENT,"ArcSWAT
",SWAT,,
174,174.06,RCM,Not clear,OTHER,Delta method,1986,2000,2053,2067,MIDCENT,"ArcSWAT
",SWAT,,
174,174.07,RCM,Not clear,OTHER,Delta method,1986,2000,2053,2067,MIDCENT,"ArcSWAT
",SWAT,,
174,174.08,RCM,Not clear,OTHER,Delta method,1986,2000,2053,2067,MIDCENT,"ArcSWAT
",SWAT,,
174,174.09,RCM,Not clear,OTHER,Delta method,1986,2000,2053,2067,MIDCENT,"ArcSWAT
",SWAT,,
174,174.1,RCM,Not clear,OTHER,Delta method,1986,2000,2053,2067,MIDCENT,"ArcSWAT
",SWAT,,
174,174.11,RCM,Not clear,OTHER,Delta method,1986,2000,2053,2067,MIDCENT,"ArcSWAT
",SWAT,,
174,174.12,RCM,Not clear,OTHER,Delta method,1986,2000,2053,2067,MIDCENT,"ArcSWAT
",SWAT,,
174,174.13,RCM,Not clear,OTHER,Delta method,1986,2000,2053,2067,MIDCENT,"ArcSWAT
",SWAT,,
177,177.01,GCM,Not clear - 2°C global mean warming,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
177,177.02,GCM,Not clear - 2°C global mean warming,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
177,177.03,GCM,Not clear - 2°C global mean warming,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
177,177.04,GCM,Not clear - 2°C global mean warming,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
177,177.05,GCM,Not clear - 2°C global mean warming,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
177,177.06,GCM,Not clear - 2°C global mean warming,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
177,177.07,GCM,Not clear - 2°C global mean warming,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
177,177.08,GCM,Prescribed warming of global mean temperature of 1°C,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
177,177.09,GCM,Prescribed warming of global mean temperature of 2°C,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
177,177.1,GCM,Prescribed warming of global mean temperature of 3°C,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
177,177.11,GCM,Prescribed warming of global mean temperature of 4°C,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
177,177.12,GCM,Prescribed warming of global mean temperature of 5°C,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
177,177.13,GCM,Prescribed warming of global mean temperature of 6°C,OTHER,ClimGen,1961,1990,UNCLEAR,UNCLEAR,NOTCLEAR,SLURP,SLURP,,
28,28.01,NA,NA,NA,NA,1951,1980,1951,1980,HIST,Water balance model based on Thornthwaite climatic water balance,OTHER,,
28,28.02,GCM,2 x CO2,DBL_CO2,Not clear   ,1951,1980,UNCLEAR,UNCLEAR,NOTCLEAR,Water balance model based on Thornthwaite climatic water balance,OTHER,,
28,28.03,GCM,2 x CO2,DBL_CO2,Not clear   ,1951,1980,UNCLEAR,UNCLEAR,NOTCLEAR,Water balance model based on Thornthwaite climatic water balance,OTHER,,
28,28.04,GCM,Not clear,OTHER,Not clear   ,1951,1980,UNCLEAR,UNCLEAR,NOTCLEAR,Water balance model based on Thornthwaite climatic water balance,OTHER,,
28,28.05,GCM,2 x CO2,DBL_CO2,Not clear   ,1951,1980,UNCLEAR,UNCLEAR,NOTCLEAR,Water balance model based on Thornthwaite climatic water balance,OTHER,,
28,28.06,GCM,Not clear,OTHER,Not clear   ,1951,1980,UNCLEAR,UNCLEAR,NOTCLEAR,Water balance model based on Thornthwaite climatic water balance,OTHER,,
35,35.01,GCM,"A1B
B1
A2",MULT,"Delta method and
K-nearest neighbour (KnnCAD) weather generator",1979,2005,2011,2040,NEARFUT,HEC-HMS,HEC-HMS,,
35,35.02,GCM,"A1B
B1
A2",MULT,"Delta method and
K-nearest neighbour (KnnCAD) weather generator",1979,2005,2041,2050,MIDCENT,HEC-HMS,HEC-HMS,,
35,35.03,GCM,"A1B
B1
A2",MULT,"Delta method and
K-nearest neighbour (KnnCAD) weather generator",1979,2005,2071,2100,FARFUT,HEC-HMS,HEC-HMS,,
40,40.01,NA,NA,NA,NA,1982,2013,1982,2013,HIST,SWAT,SWAT,,
40,40.02,GCM,RCP 4.5,RCP 4.5,Not clear,1982,2013,2021,2060,NEARMID,SWAT,SWAT,,
40,40.03,GCM,RCP 8.5,RCP 8.5,Not clear,1982,2013,2021,2060,NEARMID,SWAT,SWAT,,
40,40.04,GCM,RCP 4.5,RCP 4.5,Not clear,1982,2013,2061,2100,FARFUT,SWAT,SWAT,,
40,40.05,GCM,RCP 8.5,RCP 8.5,Not clear,1982,2013,2061,2100,FARFUT,SWAT,SWAT,,
40,40.06,GCM,"RCP 4.5
RCP 8.5",MULT,Not clear,1982,2013,2021,2100,MULT,SWAT,SWAT,,
5,5.01,RCM,"RCP 4.5
RCP 8.5",MULT,"Delta method
Quantile-quantile
and MulGETS weather gen.",1981,2010,2071,2100,FARFUT,SWAT,SWAT,,
7,7.01,NA,NA,NA,NA,1961,2000,1961,2000,HIST,HELP,HELP,,
7,7.02,GCM,A1,A1,SDSM and LARS-WG,1961,2000,2010,2039,NEARFUT,HELP,HELP,,
7,7.03,GCM,A1,A1,SDSM and LARS-WG,1961,2000,2040,2069,MIDCENT,HELP,HELP,,
7,7.04,GCM,A1,A1,SDSM and LARS-WG,1961,2000,2070,2099,FARFUT,HELP,HELP,,
53,53.01,RCM,Not clear,OTHER,Not clear,1962,1990,2011,2040,NEARFUT,Watershed Analysis Risk Management Framework (WARMF) model,OTHER,,
53,53.02,RCM,Not clear,OTHER,Not clear,1962,1990,2041,2070,MIDCENT,Watershed Analysis Risk Management Framework (WARMF) model,OTHER,,
53,53.03,RCM,Not clear,OTHER,Not clear,1962,1990,2071,2099,FARFUT,Watershed Analysis Risk Management Framework (WARMF) model,OTHER,,
57,57.01,RCM,A2,A2,RCM,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
57,57.02,RCM,A2,A2,RCM,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
57,57.03,RCM,A2,A2,RCM,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
57,57.04,RCM,A2,A2,RCM,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
58,58.01,NA,NA,NA,NA,1971,2000,1971,2000,HIST,SWAT,SWAT,,
58,58.02,RCM,A2,A2,RCM,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
58,58.03,RCM,A2,A2,RCM,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
58,58.04,RCM,A2,A2,RCM,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
58,58.05,RCM,A2,A2,RCM,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
58,58.06,RCM,A2,A2,Delta method,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
58,58.07,RCM,A2,A2,Delta method,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
58,58.08,RCM,A2,A2,Delta method,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
58,58.09,RCM,A2,A2,Delta method,1971,2000,2041,2070,MIDCENT,SWAT,SWAT,,
60,60.01,RCM,A2,A2,Bias correction,1989,2000,2040,2069,MIDCENT,"HBV
HEC-HMS
SAC-SMA",OTHER,,
60,60.02,RCM,A2,A2,Bias correction,1989,2000,2040,2069,MIDCENT,"HBV
HEC-HMS
SAC-SMA",OTHER,,
60,60.03,RCM,A2,A2,Bias correction,1989,2000,2040,2069,MIDCENT,"HBV
HEC-HMS
SAC-SMA",OTHER,,
60,60.04,RCM,A2,A2,Bias correction,1989,2000,2040,2069,MIDCENT,"HBV
HEC-HMS
SAC-SMA",OTHER,,
60,60.05,RCM,A2,A2,Bias correction,1989,2000,2040,2069,MIDCENT,"HBV
HEC-HMS
SAC-SMA",OTHER,,
61,61.01,GCM,"A1B
A2
B1",MULT,"Direct output
Daily translation
Delta method",1961,2000,2041,2070,MIDCENT,HSAMI,HSAMI,,
66,66.01,NA,NA,NA,NA,1974,1979,1974,1979,HIST,SWAT,SWAT,,
66,66.02,NA,NA,NA,NA,1980,1984,1980,1984,HIST,SWAT,SWAT,,
66,66.03,GCM,"A2
B2",MULT,SDSM,1974,1984,2015,2044,NEARFUT,SWAT,SWAT,,
73,73.01,GCM,A21,A2,Not clear,1961,1990,2070,2099,FARFUT,MISBA,MISBA,,
